row_index,model,fluency_original,code_mixing_naturalness_original,hindi_grammar_original,prompt_adherence_original,spelling_consistency_original,overall_original,fluency_perturbed,code_mixing_naturalness_perturbed,hindi_grammar_perturbed,prompt_adherence_perturbed,spelling_consistency_perturbed,overall_perturbed
527,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0
528,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
528,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
528,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0
528,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
529,HingGPT,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0
529,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0
529,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
529,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0
530,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
530,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0
530,Qwen2.5-3B,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
530,Qwen2.5-7B,3.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
531,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0
531,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
531,Qwen2.5-3B,4.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
531,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
532,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0
532,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,5.0,4.0
532,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,3.0
532,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
533,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
533,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
533,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0
533,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
534,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
534,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
534,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0
534,Qwen2.5-7B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0
535,HingGPT,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
535,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0
535,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
535,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0
536,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0
536,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
536,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0
536,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
537,HingGPT,3.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
537,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
537,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
537,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
538,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
538,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
538,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
538,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0
539,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0
539,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
539,Qwen2.5-3B,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
539,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
540,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
540,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0
540,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
540,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
541,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0
541,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
541,Qwen2.5-3B,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
541,Qwen2.5-7B,3.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0
542,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
542,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
542,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
542,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0
543,HingGPT,4.0,5.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0
543,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
543,Qwen2.5-3B,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0
543,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
544,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
544,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
544,Qwen2.5-3B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
544,Qwen2.5-7B,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
545,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
545,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,3.0
545,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0
545,Qwen2.5-7B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
546,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0
546,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0
546,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0
546,Qwen2.5-7B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
547,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
547,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0
547,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
547,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0
548,HingGPT,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
548,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
548,Qwen2.5-3B,3.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0
548,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
549,HingGPT,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0
549,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0
549,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
549,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0
550,HingGPT,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
550,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
550,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
550,Qwen2.5-7B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
551,HingGPT,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
551,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0
551,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
551,Qwen2.5-7B,4.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0
552,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
552,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0
552,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0
552,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
553,HingGPT,3.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
553,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0
553,Qwen2.5-3B,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,2.0,5.0,3.0
553,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
554,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
554,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0
554,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
554,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0
555,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
555,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
555,Qwen2.5-3B,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
555,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0
556,HingGPT,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
556,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0
556,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0
556,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
557,HingGPT,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
557,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0
557,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
557,Qwen2.5-7B,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
558,HingGPT,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
558,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0
558,Qwen2.5-3B,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0
558,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0
559,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
559,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0
559,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
559,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
560,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
560,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0
560,Qwen2.5-3B,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
560,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
561,HingGPT,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
561,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0
561,Qwen2.5-3B,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
561,Qwen2.5-7B,3.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0
562,HingGPT,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0
562,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
562,Qwen2.5-3B,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
562,Qwen2.5-7B,3.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0
563,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
563,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
563,Qwen2.5-3B,3.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0
563,Qwen2.5-7B,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0
564,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
564,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
564,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
564,Qwen2.5-7B,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
565,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0
565,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
565,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0
565,Qwen2.5-7B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0
566,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
566,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0
566,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
566,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0
567,HingGPT,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0
567,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
567,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
567,Qwen2.5-7B,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
568,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
568,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
568,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
568,Qwen2.5-7B,2.0,3.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0
569,HingGPT,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
569,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0
569,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0
569,Qwen2.5-7B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0
570,HingGPT,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
570,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
570,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0
570,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
571,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
571,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,5.0,4.0
571,Qwen2.5-3B,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0
571,Qwen2.5-7B,4.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0
572,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0
572,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
572,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
572,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0
573,HingGPT,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
573,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
573,Qwen2.5-3B,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0
573,Qwen2.5-7B,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0
574,HingGPT,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
574,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
574,Qwen2.5-3B,3.0,4.0,3.0,4.0,5.0,4.0,,,,,,
574,Qwen2.5-7B,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0
575,HingGPT,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0
575,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0
575,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
575,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0
576,HingGPT,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
576,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
576,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
576,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0
577,HingGPT,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
577,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
577,Qwen2.5-3B,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0
577,Qwen2.5-7B,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
578,HingGPT,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0
578,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0
578,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
578,Qwen2.5-7B,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
579,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
579,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0
579,Qwen2.5-3B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
579,Qwen2.5-7B,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
580,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
580,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0
580,Qwen2.5-3B,3.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0
580,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0
581,HingGPT,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
581,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
581,Qwen2.5-3B,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0
581,Qwen2.5-7B,4.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
582,HingGPT,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0
582,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0
582,Qwen2.5-3B,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0
582,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
583,HingGPT,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0
583,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0
583,Qwen2.5-3B,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
583,Qwen2.5-7B,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
584,HingGPT,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0
584,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,5.0,3.0
584,Qwen2.5-3B,2.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0
584,Qwen2.5-7B,3.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0
585,HingGPT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
585,Phi-3.5-mini,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0
585,Qwen2.5-3B,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
