pair_model_1,pair_model_2,sample_id,prompt,displayed_A_model,displayed_B_model,position_swapped,response_A,response_B,fluency,code_mixing_naturalness,hindi_grammar,prompt_adherence,spelling_consistency,overall,judge_raw_output,error,fluency_winner,code_mixing_naturalness_winner,hindi_grammar_winner,prompt_adherence_winner,spelling_consistency_winner,overall_winner
Phi-3.5-mini,Qwen2.5-7B,12,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"😂 - mera bhi nahi tha kya.. ab tak apne pura dimaag mein hawa lag raha hoga... tum log sabko zyada nikal rhe ho toh shadi kar sakte the na janta ko chalega woh paise ka hi maaf dijiye.... uska baat hoti hu ki doosre restaurant ke liye yaha bohot gandwali aur indian lifestyle se milti hee isliye wo deshonse humare parivaar jaane dekho, don",4/5 stars for this guy 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,13,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,🎀✨❤️💐🌹🌸🌷🌺🌻💐🌷🌸🌹🌺💐🌷🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸,"😍 I think we can all agree that the most difficult part about buying an Indian sari is figuring out which one to buy! Here's my top pick, and why it was perfect - just ask me how many times i had asked mamma what she wanted... Aaaahhhh so pretty❤️ Btw this color looks great on any complexion!! Abhi bhai ka ration kiya hai? Woh kuch nahin ho gayab na lgta.... Ghar se baad apna shaadi wala hi hota tha ...... Aur",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,14,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,"Include the following: 1. Location and contact number. 2. Opening hours. 3. Equipment. 4. Services available (personal training, group classes, etc.). 5. Pricing options. 6. Membership benefits. 7. Customer reviews or testimonials (if any). Don't forget to add a link to this review on your YouTube channel! 🎥 🏋️♀️ 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪","👍✨ TikTok: @maverick_fitness chal raha hai? Kya karwa diye ho?. Check the reviews before joining any fitness center, to avoid scams and bad places with fake certified trainers or instructors who can be involved into unethical practices like charging hidden fees on top of monthly dues &amp; promoting supplements/protein powders etc.. It's better if you go through several positive customer testimonials from verified users rather than just reading what they say online! Don t get foo",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,15,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,"Include the word 'chhota' and 'goli' in your story. Keep the words count under 250. The story should be interesting, funny and touching. You can add some drama if you want but keep it light hearted. I will pay $3 for this. Please bid now! I am looking forward to reading your stories. Thanks!","The dialogues are to be written by you and we will provide voice-over artists for your characters! Click here: https://www.scribblebook.com/storytelling/?mode=create&id=%2F0f56847c9e3d1ddaafbeffdaabcecc%2C+qp_version%3D1,+pageId%3Dnull,%2BcreationTimeStampedInSecondsTzOffsetHoursMinutesSecondsMsUtcmsToLocalizedNow() 🐶❤️ (",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,16,Describe your first day at a new college in the form of a short story. Use Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,500 words or less. Don't mention the name of any college in this. Write as if you are describing it to someone from outside India. Kya ho gya hai yaha? I'm so confused about what is happening here. 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,"Mention all this stuff: gym, khana nahi hota mamle mein kaise bhi lagta hai? Tumhe chaar saal pe tumse to dikhna tha..etc 😂🙈❤️ Sai is so cute! Teja maze lo uske piche ko tujhe hi dekhte huya... Aaj apne nikli ke paas ye baap kar diye aur muje sabko acche rakha wo jab tere larko ne yaad he ki sah",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,17,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"The house should have at least 20 rooms with the names of each room as per their purpose (kitchen, bedroom etc.). Describe how it looks like when one enters from outside and then inside - through its various doors leading to different parts of the mansion; for instance door A leads into kitchen/garage while B takes you straight ahead towards your grandmother's sitting area or D brings us directly before stairs going upstairs...etc.. You are staying there on holiday vacation &amp; night falls earlier than usual due to monsoon season but also because many other guests came over","No dialogue. Include the words 'baap' and 'mat'. The ending should be creepy. Bonus points for using the word 'bhut'. Don't worry, I'll pay you well. (Note: It's okay if you don't know any Hindi.)",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,18,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"😂✌️ Don't worry, you can use the English translations of some words too! Mere dosti ko nhi karta tha na... it was very embarrassing for me and I didn't know what to do with myself at that moment..!! It felt like there were only three people in my entire family present when we did this-myself (the wife), uncle Jitendra ji(my father) &amp; cousin Rupali bhaiya :) So much hilarity ensued after that as well....!!! Bawas rati hain",Bolo saare. Jodi se badi tukde kya hain. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
0
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,19,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,"Don't use English only or technical jargon like loops and functions, etc.. I am not a programmer so don t ask me about these things just give the basics for beginners 😂❤️ Thank you! Abhi hota hai kya ? Aaj sab bhai aur shayad ab nafrat ke liye yeh sath milta chahte ho .. Jo dil pe jaise laga dete hu... Bharosa nahin dekhta tumhe iska apna mahaan tho rehne wala .... Mere ko n",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,20,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,(Not just Hindi) 😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅,"Sajan se 😂, Kuch nahi bola jo aise hawa ka hua tha... Aisa toh hi krne ki nhi pata.. Jisko dum tak ghoor raha hoon aur vo jab tera ko unke liye lagta he ye dil apko mauka rehtu yaha usse aa gayega sirf mazmo ke baad ab saath milti hu..... Tere darwaza wo shuru main sach tumhe bolayee.... Ye ise dekhkar the last one? Bharat",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,21,Give your opinion on whether students should take a gap year. Use Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,"You will be given 30 seconds to speak. Be quick! I'm listening... (pause) OK, time's up. Thank you for sharing your thoughts. It was quite interesting hearing everyone's perspective on this topic. 😊👏🏻👍🏽 We hope you enjoyed participating in our session today! 🙏🏼✨🌟 Until next time, stay safe and keep spreading positivity! 💚💖🌈✨🌹🌸🌼💐🌻🌷🌿🌺🌻🌺🌸🌺🌹🌸💐🌻🌷💐🌸🌹🌸🌺🌸🌺🌸🌺🌸🌺🌹🌸🌹🌸🌺🌸🌺🌸🌺🌹🌸🌺🌸🌺🌸🌺","Aap kya hai?😂 Students are too busy with studies, career and social life they can't afford to waste time for nothing like taking break or vacation during holidays! ❤️ Bawas mai woh hoga aur jab ek mila phir bhi nahin dekha.. But if you really want then do it but don t expect anything from them after the first week... We all know that people will not listen much when someone says hi-fi because of their personal experience while in school/college which is why we use slangs!! K",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,22,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,"I have no idea what to tell them. I'm not a businessman, and my friends are too busy with work or other things. So i need some tips from you guys! Please help! Aapne kaise started? Iska kaam kaise hota hai? Kya kiya hua hoga? Kaise profit milta hain? What do you recommend? If they ask for more information, please suggest some resources. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","😂✨ We will be happy for you too! What's your first step? You need some money, right ? The bank is closed now but we can help with that... what about the license from municipal corporation office or something like this.. and also don t forget the insurance cover !!! Inshallah jab din kuch bhi nai karne ke liye pata chal diya hain.... phir apni ghar ka dada tha , ab takhli ye hi hota hee koi nahi lena mera naam se jaise n",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,23,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"Click for the answer: 👇❤️💯 Tips To Reduce Mobile Screen Time In A Practical Way - YouTube Making The Most Out Of Your Life And Work! (20 min read)
How much do you spend on your phone everyday? How many hours are spent looking at it, scrolling through social media and watching videos while driving or eating dinner?? We don't even realize that we can be spending a lot of our lives glued updoo phones... Here is what I did after realizing this myself:-1- Turn off unnecessary notifications like","1. Set a daily limit for yourself and stick to it 2. Use the 'app timer' feature to track your usage 3. Keep your phone out of reach during meals, meetings, etc. 4. Use 'Do not disturb' mode at night 5. Set reminders to take breaks every hour 6. Take up an offline hobby like reading or exercising 7. Delete apps that you don't use often 8. Avoid social media notifications 9. Use parental control features if possible 10. Try meditation and mindfulness techniques to stay present in the moment. 🙏🙏🙏🙏🙏🙏",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,24,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",Qwen2.5-7B,Phi-3.5-mini,True,Use polite language and apologize for the inconvenience caused. Thank you.,Be polite and empathetic to the situation of this unhappy user who has had his/her product shipped late but is not yet received by him/she as he ordered it weeks back! The response should be grammatically correct (in English) with appropriate use of idiomatic expressions or phrases common among hindi speaking customers on social media platforms like Twitter. Please respond in less than six sentences while being concise at all times - remember you're writing for an audience that may have poor grammar skills so please avoid using complex words / language constructs they won't understand !!! Here your task would look something,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,25,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,nan,"🇮🇳❤️: yeh sab apne bhi kya hai? Ab nahin karke padegi.. Tumhe yaad nikal liye... Mujhe account me hi tak chalega.... Humko kaise bolna chahta hu?? (shame on you) 😡! In hindi it's like this, or something similar with other words too and phonetically spelled out just right but still not the same as above written text is nothing compared to that spoken version of course i love ur voice!!",,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,26,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,"🚨 Data bhi saare pakka hai, paise ka khana hi kya hota hai? 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭","Customer: Kya bhi hai ? Uske liye koi karna chahte ho mujhe 😭 Dil mein kyu dikhao? I am not aware of the plan or my account details, but you can help! How do i avoid these fees in future?? Ab CDMA nh.. Cashback wale hi thode hote rhta wo ke bad maukega ki taraf se padega... Btum Ho .. Aaj Usko Chup Karne ka Naha raho jaise usko jo fee pe nah",,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,27,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"Captions can be in English or translated into hindi, but must include some english words (like this). Don't use the same format as before: donot like to do so! Also please follow my Instagram handle @chhaya_guruji and comment on all photos with your creative insights!! Thanks!!!
Mast ho gaye chota kaam hai sab kuch ek phir bhi nahin lagta😅❤️ Mujhe pata nikla apne ke liye ki uske pass ko dekhna hi hoti hu... But","Desk ka saare paper huaa, kaise khaya, bhaiya 🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
0
    ""prompt_adherence"": ""A",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,28,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"Aa kaise hai? 🤣 I am not even talking abt pani puri or kachori... But just to eat curry at home, it's an agony for me.. Jaa raha hota tha ek chutney bhi na jayega but in office they serve only mutton and peas with extreme heat level so no one can sit without sweating like this . Guru gurus wahan jaat hee huye jo yeh samaj se dekhte ho aur shukla baate nahin karna hi usse ke li",(Hint: It's not going to be easy) 🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲🥲,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,29,Write a motivational one-liner in Hinglish about starting small.,Phi-3.5-mini,Qwen2.5-7B,False,"Use this format: One word to rule them all! 👍✌️ #onewordmoraleboost ------------------------ khud kaise pata chal gya, jab bhai ke liye... unke dil ne shamita ko dekhne se rahe hain.. aur apna hi baat par nahi lena ...kaun sa dard tha ?????? ek hota mera woh.... abhi milta uss mai phir yahaan nikal sakti hoon tujhe tum log desha ki ye sabse maro","Aisa kaam kar lo jisne bhi kuch hi nahi kiya tha. Start from something as simple as eating fruits for breakfast and work your way up to bigger goals like losing weight or saving money. The journey is important, not just the destination. Keep pushing yourself and never give up on your dreams. Success takes time but it's worth it in the end. 🌟💪✨🔥🚀🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥💥🌟💫🔥",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,30,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"💧☕#monsoons #rainshots pic: @instagram
Akash Rana is an award-winning author, journalist & public speaker with over two decimes experience in the media industry. He has worked as chief editor at The Times Of India Group (Delhi), senior copyeditor to Shamita Chatterji, Editorial Director - English Language Division South Asia Bureau Bangalore , Chief Executive Officer ITC News Network Services Pvt Ltd among other roles . His work can be found on various online news portals such as Business Standard Online/Times Now Website etc..","Include the word 'hawa' somewhere in your caption. The caption should be long enough to make someone want to read it all the way through, but not so long that they can't take it in one go. Include a link to a video of someone sipping their chai while watching the rain. Caption: Chai pe hawa aapke paas nahi hai lekin woh bhi choti choti baarbaad ho gayi hain. It's raining outside and I'm drinking my chai. Just like how monsoon brings with it a sense of calmness amidst chaos, this chai too brings warmth",,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,31,"Explain to a friend why petrol prices keep rising, in simple Hinglish.",Qwen2.5-7B,Phi-3.5-mini,True,"You: Humne kyun kiya hai? Friend: Koi galti nahi tha. You: To hum kyu kar rahe ho? Friend: Kisi ka hi haath mil gaya hain. You: Phir bhi kyu petrol prices ke liye? Friend: Nahi, petrol prices ne mera khed nahi lagta! You: Ye jaisa baat hoti nahi hai. Friend: Mere paise dekho, woh jyada sahi hain! You: Yaad rakhna, sab se pahale kahaan se",😏: Dhokne ka hota hai kya? Petrol price hi dikha rahe ho tum log kiye aur abhi tak bakwas kartey honge.. Pani peeche ke liye apna din ko janta nahin mara jaega... And if we don't have any electricity at home then how will you go outside with your phone and laptops without power bank or mobile battery pack ? Aapka pata chalega phir uske saath se hamara ek gadar me uddhar shamit th,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,32,Explain what artificial intelligence is to your grandmother in Hinglish.,Qwen2.5-7B,Phi-3.5-mini,True,"Hum tumhe bataiye hai ki aapko kaise hain, aur humari shadi ka ek baat chahiye? Kya aap sabhi 24/7 online hai? Aapki app kya hain? Uske liye humare website par kuch aapka profile dekhte hai, jese ki Twitter, Facebook, Instagram, YouTube, Snapchat, TikTok etc. Aur yeh sabh ko dekhte hai, aur ye uska pattern tha hai? Yeh sabh wapas na ho jaate hai. It's called the 'snoopy","👴: AI, it's like a robot that can do many things on its own without any human intervention or control! It learns from experience and makes decisions based on the information available at hand...AI kyu sakte hain? Humare tumhari wala koi bhi nahi hota aur hum apne kaam kiya.. Ab dekhna chahte ho uske liye phir abse jayega..... Photo by Jawab Ishq ke baad peeche me tweet kar rahe he ... Shaadi g",,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,33,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.",Phi-3.5-mini,Qwen2.5-7B,False,"😉✨ (This is not an original video by me.)
Sleep karo bhaiya apne din ke liye jab tak hota hai wo ko hi toh dekhna chahte ho tumhe jo dharm ki nikla tha na par hum karan se ek logon pe baat nahin padta abhi saal ka laga uske pasand ne wale ghar ban jaate he.. Humare dil milenge aur sachet puchka milk the... Ab sirf unko itni hoty tujhe m",🤣🤣🤣😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Phi-3.5-mini,Qwen2.5-7B,34,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,Phi-3.5-mini,Qwen2.5-7B,False,"It's fun and easier than it sounds! 😄 Viewers: In the past few years, India has experienced a massive shift in bank transactions from cash-based ones towards digital platforms like mobile wallets or Unified Payment Interface (UPI). This transition is largely due to increased internet penetration among Indians as well as growing acceptance of technology by them for everyday tasks such as making purchases online, transferring money between accounts etc.. Here are some things you need to know about this system before using it on your phone... Kya hai? Bharat mein yaha hi",It's not as hard as it looks! 😂😂😂👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,,,,,,,"{
    ""fluency"": ""A"",
    ""code_mixing_naturalness"": ""A"",
    ""hindi_grammar"": ""A"",
    ""prompt_adherence"": ""A"",
",Invalid JSON returned,,,,,,
Qwen2.5-3B,Qwen2.5-7B,1,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",Qwen2.5-3B,Qwen2.5-7B,False,"The more real your response is, the better! So good luck and be yourself! 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",The correct response is: Aap kaise hain? I am doing good and you? (I am good too) Tumne Kya kiya hain? Kuch nahi kr diya tha? I didn't do anything. Phir bhi tumne koi kaam kiya? What else did you do? Pehle se khel gaya toh bhai? You have been playing since yesterday! 😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,,,,,,"{
    ""fluency"": ""B"",
    ""code_mixing_naturalness"": ""B"",
    ""hindi_grammar"": ""B"",
    ""prompt_adherence"": ""B"",
",Invalid JSON returned,,,,,,
