model,sample,category,prompt,response,Automatic_Screening_Reference,E1_English_dominant,E2_Hindi_dominant,E3_Unnatural_code_switching,E4_Grammatical_error,E5_Repetition,E6_Prompt_misunderstanding,E7_Incomplete_response,E8_Spelling_transliteration_error,E9_Hallucination_factual_error,E10_Irrelevant_response,Final_Error_Category,Manual_Notes,Review_Status
Qwen2.5-3B,10,social_media,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.",Also add some emojis! 😊🙏🏼❤️♂️♀️😃🤣😂😋😉😊👍🏼👌🏼✔🔥💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,NONE,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,11,product_review,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,"Don't make it too long, and don't mention the phone's price. Write it as if your grandfather is reading this. And include a photo of the phone in your review. You can edit the text below to suit yourself: I have used it for two months now. It has been great experience using this device. The quality of camera is also good. Fast charging speed is amazing. The display is not so bad. In short, I would recommend everyone to buy this product. Click here to read more: [Photo] Xiaomi Redmi Note 10 Pro Smartphone Review (Price ₹13999) by Ak",NONE,1,0,0,0,0,1,0,0,0,0,"E1,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,12,product_review,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,The order was supposed to be delivered at 12:30 but it took an hour for the delivery man to deliver it. It's hot outside so I had to wait for my meal to warm up. They should've sent someone out even earlier because this delay is just ridiculous. 🙄😠😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,NONE,1,0,0,0,1,1,0,0,0,0,"E1,E5,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,13,product_review,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,"Be as specific and detailed as possible. Include a picture of the saree in front of a famous monument or building, with the words ""This is my mother's favourite"" written on it. Make sure to mention the brand name and price. Write this review within 30 minutes. Your mother will be thrilled! 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍",E5,0,0,0,0,1,1,0,0,0,1,"E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,14,product_review,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,I'll get you to the best gym on the planet!,NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,15,storytelling,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,"Bhaiye, sab bharosa hai kya? Jaisa galti se hi hua hai... Koi ek wajah nahi hai. Kuchh galat kisi ko dekha ho to chal rahe hai yaar. Aapki pani khaipe ki hawa jaaye ke liye jake uske sath rakhenge aur abhi tak baki sabko apni shabd hai ki yeh bhi hota hai. (If you don't like this line, please use your own) Mere bina wo zindagi nhi ho sakta",NONE,0,1,1,1,0,1,0,0,0,1,"E2,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,16,storytelling,Describe your first day at a new college in the form of a short story. Use Hinglish.,"It must be written in English but contain Hindi words and phrases. It should not be too long, no more than 500-600 words. It must include a dialogue with atleast 3 lines each, which is spoken by atleast 2 people. The dialogue can be either between you and your roomie or teacher or anyone else who you met on that day. And the dialogues must be natural, like it could happen in real life. But do not forget to add some elements of comedy. You must use puns/idioms/phrases etc. It must have at least one pun/idiom/po",NONE,1,0,0,0,0,1,1,0,0,1,"E1,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,17,storytelling,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,"The main character is a woman who has just come back from her trip to the UK, and she's about to spend some time alone in the haveli with her husband. She gets into the habit of taking walks at night, when the moonlight falls on the walls of the haveli, which are made out of sandstone. Inhales the air, takes a deep breath, lets it go...and sees something moving behind the wall. As soon as he notices her watching him, he looks away, but not before she can see his eyes. He knows what she saw: he was looking through one of the holes",NONE,1,0,1,1,0,1,0,0,0,1,"E1,E3,E4,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,18,storytelling,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,"The groom was 23, the bride was 25. They were from different states and spoke different languages. When they got married, there was no place for them to stay in, so they decided to live with their parents. But when it came time for the reception, neither of them knew how to cook. So they hired a chef who couldn't speak Hindi or English, only Marathi! And guess what? He made the food taste absolutely amazing! Everyone loved it! Then there was this little boy who kept asking questions all night long, making his mother very frustrated. Finally, she said: ""Boy, you're",NONE,1,0,0,0,0,1,1,0,0,1,"E1,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,19,advice_opinion,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,"He is a beginner and he is from India. He is not good at English. Please provide him step by step guide for his journey. What should I do? How should I learn? What are the best books, courses and websites that I can use? And also please suggest me some other methods apart from traditional online classes. Is there any app or website where I can ask my doubts as well? What will be the ideal time table of learning? What all subjects need to be focused on? Where can I find mentors or teachers? Kindly give me a detailed answer with practical examples. Also mention how long it would take to master",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,20,advice_opinion,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,E7,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,21,advice_opinion,Give your opinion on whether students should take a gap year. Use Hinglish.,Bhai kya karunga ki bhi apne exam me hai usko toh vishesh ke liye aur phir chup ho jao! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,E5,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,22,advice_opinion,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,"Food is the most important thing for every person. The quality of food should be good as well as cost-effective. How can we get the best quality and low-cost? Please give your valuable suggestions.
It is very important that you have enough knowledge about the business before starting it. You must know about the market demand, competition, raw material sources, etc. To find out more information, you can visit our website and also contact us at +91-8403265762. We will provide you with all the necessary information.
Please check the above link for more details on starting a food stall business in",NONE,1,0,0,0,0,1,0,0,0,0,"E1,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,23,advice_opinion,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,🙏🏻😇✌🏼😎👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻,E7,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,24,customer_support,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",You can add any extra sentence to clarify the situation if you think it is necessary. Your response should be at least 2-3 sentences long. Thank you! 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,E5,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,25,customer_support,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,"Hi, welcome to our online banking services. We would be happy to assist you with your request. Can I start by asking if this is the first time you have opened a new account? If not, please provide us with some basic information about your previous accounts and what led you to open a new one. Thank you! Now, let me explain the steps required to activate your new debit card. First, go to the website or download the mobile app associated with your bank account. Once logged into your account, click on the ""Debit Card"" option under the ""Account Services"" menu. This will take you to the activation page",NONE,1,0,0,0,0,1,0,0,0,0,"E1,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,26,customer_support,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,"Keep your response under 10 sentences. Use at least one pun or a joke in the response. Your response should be empathetic and professional, without using profanity. Do not break character. You must sound like an agent. Please respond within 2 hours of my request! 👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,27,captions_quips,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏😏,E7,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,28,captions_quips,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,"I will give you 20 points if you can come up with a good one! 1st person, like me who is on the way to becoming an expert in spicy food 😏😋😍🙈🤣😂😂😭😭❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",NONE,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,29,captions_quips,Write a motivational one-liner in Hinglish about starting small.,Bada logo ke liye ek hai bura ki tarah samjho... 😂😂😂 I'm still working on this one! 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔,NONE,0,1,1,1,1,1,1,0,0,1,"E2,E3,E4,E5,E6,E7,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,30,captions_quips,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,🌝 chai kaise hua hai? Aapne aur jee liye sabse pyaar ka! 😜😜😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉,NONE,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,31,news_explainer,"Explain to a friend why petrol prices keep rising, in simple Hinglish.",Don't explain the intricacies of fuel pricing or how it is linked with crude oil and OPEC. Just tell them that the government is greedy and corrupt and wants more money from you so they can buy guns to kill people who protest against them. That's all they need to know. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,E5,1,0,0,0,1,1,0,0,1,1,"E1,E5,E6,E9,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,32,news_explainer,Explain what artificial intelligence is to your grandmother in Hinglish.,"Then ask her if she wants to learn it, and explain how you can help her learn this new technology that will be the foundation of all future jobs. She'll probably say no, but tell yourself ""she's too old for this"", and go ahead with it anyway.",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,33,news_explainer,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.","Also give some tips on how to get quality sleep at night (100 words) Doctors say we should sleep 8 hours minimum because without good rest our bodies can't heal themselves and fight off viruses. Sleep like this: Keep your room quiet &amp; dark. Put away screens an hour before bed. Don't drink caffeine or eat big meals close to bedtime. Take naps only if you need them, no later than 2 pm! Aaj bhi uske liye 5 minutes baad hai....😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",E5,1,0,1,1,1,0,0,0,0,0,"E1,E3,E4,E5",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-3B,34,news_explainer,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"E5, E7",0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,1,casual_chat,"A friend asks you: 'What did you do this weekend?' Respond in natural Hinglish, like you are chatting with a close friend.",The correct response is: Aap kaise hain? I am doing good and you? (I am good too) Tumne Kya kiya hain? Kuch nahi kr diya tha? I didn't do anything. Phir bhi tumne koi kaam kiya? What else did you do? Pehle se khel gaya toh bhai? You have been playing since yesterday! 😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,E5,1,0,1,1,1,1,0,0,0,1,"E1,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,2,casual_chat,Your friend is stressed about an upcoming exam. Cheer them up with a message in Hinglish.,🤣🤣🤣😭😭😭😭😭😭😭😭😭😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"E5, E7",0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,3,casual_chat,Tell your friend about a funny incident that happened to you on the bus today. Respond in Hinglish.,😊😊😊 . Abhi tak bhi nhi jana kaha se dekha hai abhi tak bhi nahi tha 🤔🤔🤔🤔 . Naya samajh hai naa...abhi tak bhi nahi thaa 💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,NONE,0,1,1,1,1,1,0,0,0,1,"E2,E3,E4,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,4,casual_chat,"Your friend is planning to buy a new phone and asks your opinion: iPhone ya Samsung, kya lena chahiye? Respond in Hinglish.",😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"E5, E7",0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,5,casual_chat,Reply to a friend who just told you they got engaged. Respond in Hinglish.,"😂😂😂😂 Aap kya keh rahe hain, mere dil mei jo choti se choti baat ho, wo bhi saare badi badi baatein ho gaye 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",E5,0,1,1,1,1,1,0,0,0,0,"E2,E3,E4,E5,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,6,social_media,Write an Instagram caption for a photo of you eating street food (chaat) with friends in Delhi. Use Hinglish.,"20 words max. You can use the following keywords: chaat, garam, kachori, sabzi, bhindi, paani puri, jalebi, dahi bhalla, sev, kulfi, kebab, tandoori, paratha, dal makhni, pakora, chana masala, biryani, samosa, vada pav, batata fry, bhelpuri, pani puri, sev, kheer, lassi, golgappa, paan, gulab jamun, raita, paneer tikka, sh",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,7,social_media,Write a Twitter/X post complaining about Mumbai local train rush during monsoon. Use Hinglish.,"Your post should include: 1) Complaint about the trains being too packed, with people not able to move around or even stand up straight. 2) Mention that it's raining and the trains are muddy. 3) Complain about the loud music and noise from other passengers. 4) Express frustration at how long you have been waiting for your train. 5) Use emojis like 🚅 ⛅ ♾️ 😡 to add emotion and sarcasm to your message. 6) End by tagging the relevant authorities responsible for the Mumbai local trains. 💰 💸 💲 💳 💵 �",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,8,social_media,Write a Facebook status celebrating India winning a cricket match. Use Hinglish.,🇮🇳❤️🙏🏻🤞🏽👍🏼🔥🔥🔥💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯,E7,0,0,0,0,1,0,1,0,0,0,"E5,E7",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,9,social_media,Write an Instagram story text announcing a new YouTube video about '5 easy desi breakfast ideas'. Use Hinglish.,"Include the link to your video in your story text. Add an emoji of a plate with eggs and paratha. Make sure you add the right hashtags like #foodporn, #eatmehappy, etc. Don't forget to tag the person who helped you make these recipes! You'll love them so much! 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍",E5,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,10,social_media,"Write a LinkedIn-style post about work-life balance, but in conversational Hinglish.",Use phrases like 'abhi tak nahi' and 'kaise kaise'. Include at least one emoji. 🤔 Abhi tak nahi mujhe work-life balance ke baare mein pata nahi hota hai. Kaise kaise ek batao? 🙈😊✨ #worklifebalance #hinglish #emoji,NONE,0,0,1,1,0,1,0,0,0,0,"E3,E4,E6",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,11,product_review,Write a 4-star Amazon-style review of a budget smartphone you just bought. Use Hinglish.,Include some emojis. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,E5,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,12,product_review,Write a negative review of a food delivery app whose order arrived cold and late. Use Hinglish.,4/5 stars for this guy 😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,NONE,1,0,0,0,1,1,0,0,0,1,"E1,E5,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,13,product_review,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,🎀✨❤️💐🌹🌸🌷🌺🌻💐🌷🌸🌹🌺💐🌷🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸🌺💐🌹🌸,E7,0,0,0,0,1,1,1,0,0,1,"E5,E7,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
Qwen2.5-7B,14,product_review,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,"Include the following: 1. Location and contact number. 2. Opening hours. 3. Equipment. 4. Services available (personal training, group classes, etc.). 5. Pricing options. 6. Membership benefits. 7. Customer reviews or testimonials (if any). Don't forget to add a link to this review on your YouTube channel! 🎥 🏋️♀️ 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪",NONE,1,0,0,0,0,1,0,0,0,1,"E1,E6,E10",Batch-assisted error annotation; requires human verification before being reported as fully human-reviewed.,BATCH_ASSISTED
