text,hindi_tokens,english_tokens,other_tokens,total_tokens,hindi_ratio,english_ratio,cmi,switches,is_code_mixed
No lol. Itna dimaagh nahi,3,2,0,5,0.6,0.4,40.0,1,True
"Hamari kya galti, ? Kam se kam digital signature ek blank sheet pe attach karte 😂",9,5,0,14,0.6428571428571429,0.35714285714285715,35.71428571428571,6,True
"abhi thodi der pehle i saw this and i couldn't stop laughing. i had the misfortune of watching his full stand up on tv. i feel so sad for inc, kya idiot mila hai unko😂...how will he carry the reins of the party...and really, he thinks himself as a pm contender? delusional",11,43,0,54,0.2037037037037037,0.7962962962962963,20.370370370370374,13,True
ye to hota he h milna chahiye kisko milta kisi aur ko inhone kitno ki jaan bachai h ya kitno ki madad kri h iske bs police ya army h aur koi nhi har time apni jaan jokhim m dalte h aur logo k liye goliya khate h,35,13,0,48,0.7291666666666666,0.2708333333333333,27.083333333333336,19,True
chandi mandir it explains the intention of the tweet,2,7,0,9,0.2222222222222222,0.7777777777777778,22.22222222222222,1,True
biden says he doesnt see opec+ shifting to help with oil prices,3,9,0,12,0.25,0.75,25.0,4,True
dekha jab ads pe aa jati hai to kya hota hai - distraction 🔥,9,3,0,12,0.75,0.25,25.0,3,True
"They did Ek match, yes one of the best, but vo ek match pe they will forget 100 matches won by others. Unke paas sirf ek hi example hai",10,18,0,28,0.35714285714285715,0.6428571428571429,35.71428571428571,9,True
"bas maharani bas, aaj ke baad kasam kha kiya the hindu kabhi nahi padhunga.. pata nahi kis liye isko itna accha newspaper manta tha, jabki bhare hi hai isme bhi... jo kabhi aya hi nahi tha bharat mei usko bhi ghusa dengi yahi par apne propaganda ke liye",44,4,0,48,0.9166666666666666,0.08333333333333333,8.333333333333337,6,True
"right, but for the conversation we were having, it would have worked out best if i or had been there.",0,20,0,20,0.0,1.0,0.0,0,False
confused kar dia apne,2,2,0,4,0.5,0.5,50.0,3,True
roar like sher umar 86,2,2,0,4,0.5,0.5,50.0,1,True
allah ki kasam miss ki awaaz mein ik nasha hai aur kisi class mein neend nahi ati itni,16,2,0,18,0.8888888888888888,0.1111111111111111,11.111111111111116,4,True
Yo te yo te ensear,2,3,0,5,0.4,0.6,40.0,4,True
So Weird Me Twitter Chorne Ki Tayyari Bhi Suru Karli Thi Inke Alag Hi Mazze Suru,13,3,0,16,0.8125,0.1875,18.75,3,True
"2-4 zero aur laga do, ye 9600 crore Modi k hisaab se kuch kam lag raha.",12,2,0,14,0.8571428571428571,0.14285714285714285,14.28571428571429,3,True
bai seat m chandi paath krwa diya mamta se agli br toh hanuman chalisa pdegi ye power h,13,5,0,18,0.7222222222222222,0.2777777777777778,27.77777777777778,5,True
nhi mujhe interest km h,2,3,0,5,0.4,0.6,40.0,1,True
HAHAHAHAHA number 1 sila sa sites 😍💛 Happy for them,3,5,0,8,0.375,0.625,37.5,3,True
"to the Jags owner, Mr. Khan. Didnt waste any time. So now, whats the Texans excuse? Not just on keeping a coach that shouldnt be the Coach, but for keeping the Chaplain/EVP of Football Ops/ Assistant GM/ whatever else he does around?",5,38,0,43,0.11627906976744186,0.8837209302325582,11.627906976744185,8,True
"Jay jab 1st time pratik ko gali dia tha to tab tumlog kaha the? Tab kyu nhi bole k gali is wrong ? But pratik sisa tod dia uske wajese wo only wrong tha, tab ye nhi bole sisa todna wrong hai to gali bhi wrong hai, abhi umar chachi kia hai na!!! To pratik hi wrong, ghatiya PR",41,16,0,57,0.7192982456140351,0.2807017543859649,28.07017543859649,21,True
counterparty's first generative nft collection. clever use of to group the collection. they are slowly being released on the dex for a mere 0.002 each. i picked up,2,26,0,28,0.07142857142857142,0.9285714285714286,7.14285714285714,3,True
1861 police act ko public ko janana hoga police ko dosh na de mam please apne chanel ke se 1861 police act ko bataya ja police ruled by british rule 1861,14,14,0,28,0.5,0.5,50.0,12,True
r s mat kro hum audience toh suspense me mar jayegi,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,5,True
kuch punjab ka b soch le khan sab jungle me kia karni he ap ne,13,2,0,15,0.8666666666666667,0.13333333333333333,13.33333333333333,4,True
ey hawa why we need to look like this guy,2,8,0,10,0.2,0.8,19.999999999999996,1,True
"aap hi bhala kar do,hum logo ka.",5,3,0,8,0.625,0.375,37.5,3,True
"sehat kitni bari hai, iska ehsas isky jany k bad hi hota hai",11,2,0,13,0.8461538461538461,0.15384615384615385,15.384615384615385,4,True
Jo sahi. Me danga kare usey lungi baaz bolna galat aur bina kisi baat ke saare hinduon ko bolna sahi.... In faltu logo ki su o. Mat sidha bolo ko jo galat kare,30,3,0,33,0.9090909090909091,0.09090909090909091,9.090909090909093,6,True
Kuch din pahle kr rahe the dil tod ne wala 😂😂,8,2,0,10,0.8,0.2,19.999999999999996,4,True
🙂insaan hr haal m apne man insaan ki khushi mangta h chahe wo uske sath nh kisi aur k khush ho m khudgarz hu is mamle m thori mera kehna h k agr tu mujhe na mila tou Allah kare tujhe bh wo na milay jo tu chahta,39,8,0,47,0.8297872340425532,0.1702127659574468,17.021276595744684,15,True
Mujhe vi bilkul aap jesi lovely,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
"Ye gadiyan chalti haina over loaded, kabhi bhi kuch bhi hadsa ho sakta hai sab Balrampur aur ke sawari hain. Pls help us.",17,6,0,23,0.7391304347826086,0.2608695652173913,26.086956521739136,3,True
Oxford ne agr in ko degree dena shoro kar de to Inka standard gaya kam se,12,4,0,16,0.75,0.25,25.0,7,True
han bhi to nh kia tha na 😭😭😂,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,2,True
deus esse ta tao bom,3,2,0,5,0.6,0.4,40.0,2,True
rohatgi gurunanak was not brahmin he refused ur so called cause it is sign of discrimination guru gobind singh is not chandi neither do sikhs so just calm down we dont need ur culture,6,28,0,34,0.17647058823529413,0.8235294117647058,17.647058823529417,8,True
ji mujhe follow back karna bhool gye aap Koi na galti hoti hai abhi Fb kar lo,14,3,0,17,0.8235294117647058,0.17647058823529413,17.647058823529417,4,True
l u pehle accha kis k sahyog se hoga ka via aly,9,3,0,12,0.75,0.25,25.0,3,True
"offcourse pushed but not in her chest, i saw the episode , live footage . she is entertaining but we also know she can jhuti kasam ,safed jhoot and crocodile tear too . and it's proven as this is not first time",4,36,0,40,0.1,0.9,9.999999999999998,2,True
"pakistani ladkiya to hoti h, india wali to aas paas bhi nhi inke",8,5,0,13,0.6153846153846154,0.38461538461538464,38.46153846153846,7,True
jin logo ka aaj the big picture ka test tha unka test complete nahi hua hai video upload karne mai bhi link nahi aa rahi hai kripaya test compete karwane ki kripa kijiye badi kripa hogi dhanyawad,25,12,0,37,0.6756756756756757,0.32432432432432434,32.432432432432435,14,True
sab dua karya ga bara bhai ka rat 8 baja operation ha 💔,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,4,True
aamir ansari ne bola shayad ki overseas ka kal ka collection double hai first day se bahut jagah,13,5,0,18,0.7222222222222222,0.2777777777777778,27.77777777777778,6,True
Indian logo ko aise logo ko dekh ke bahut hi Ho rha h boycott veer das or kangana,12,6,0,18,0.6666666666666666,0.3333333333333333,33.333333333333336,7,True
"Welcome to the fresh air of being outside the Labour Party and please, let's not waste our time creating a new party and arguing about how it should be organised, with little elites forming and leaders emerging. No thanks. Let's have no gurus, no messages, no teachers.",1,48,0,49,0.02040816326530612,0.9795918367346939,2.0408163265306145,2,True
Pehle airport se bina nange hue clear karna phir banne ka try karna wahan ka president,12,4,0,16,0.75,0.25,25.0,7,True
"apne maire mun ki baat kehdi,sirf hamare players hi hain jo har saal Eid apne county main nhi manate warna baki sare county ke players apne festival apne hi country main manate hain",28,6,0,34,0.8235294117647058,0.17647058823529413,17.647058823529417,12,True
"kuch din badh a gandhi ji ki hafiz saied,laden se bhi kar dega.. aise defective piece ko jitna zuta mara jaye kam h..",19,5,0,24,0.7916666666666666,0.20833333333333334,20.833333333333336,8,True
like tbh as a desi im not as mad ab what did bc indians are literally in korea teaching them that this is i saw that it s always desis stirring up shit in the first place in other countries,2,38,0,40,0.05,0.95,5.000000000000004,4,True
pagal fandom hai or hum jante hai hum sab kyun khush hai 😂,10,2,0,12,0.8333333333333334,0.16666666666666666,16.666666666666664,4,True
itna accha nahi gaya youll be disappointed,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,1,True
tum kuch aur chahte the kya? 🧐 good morning,6,2,0,8,0.75,0.25,25.0,1,True
mi vida har live? omg.,2,3,0,5,0.4,0.6,40.0,2,True
where is coward rohan rai? why rohan rai wasn't arrested yet? who is hiding him? is he dead or alive? what is the mystery of karjat farm house?? custodial of for ssr,7,26,0,33,0.21212121212121213,0.7878787878787878,21.212121212121215,10,True
Agar mudde khatm Ho Gaye to vote kahan se milenge aur public pagal kaise banegi,12,3,0,15,0.8,0.2,19.999999999999996,4,True
Apna account bachao ab suspend hone se.....,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,4,True
"vendra el viejo del saco, pero es malo de veritas !",3,7,0,10,0.3,0.7,30.000000000000004,3,True
agastya saare blocked hai apart from me,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,4,True
has had a top 10 defense in points allowed in 18 of his 21 seasons (&amp; top 6 defense in pa in 10 of them). lets not misinterpret who the real defensive guru is. 🐐,2,27,0,29,0.06896551724137931,0.9310344827586207,6.896551724137934,4,True
sir hmara mnrega main cattle shed may 2021 mn approved hua tha par abhi tk shed ka ek nhi mile haryana kurukshetra se,16,6,0,22,0.7272727272727273,0.2727272727272727,27.27272727272727,4,True
sir but us time to bulb and bi nahi gayi this as we progressed we added new things to festival as per available technology. isn't it?,2,25,0,27,0.07407407407407407,0.9259259259259259,7.4074074074074066,2,True
yeh zoo bear kaise kaise naam h logo k😣 kaha se aye ye log 😕🙁.,9,4,0,13,0.6923076923076923,0.3076923076923077,30.76923076923077,4,True
Bhai Man ko tag krna bnta tha,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,4,True
the you funny kyle SENT ME LMAOOO,1,6,0,7,0.14285714285714285,0.8571428571428571,14.28571428571429,1,True
le robo un Grammy a lorde,3,3,0,6,0.5,0.5,50.0,4,True
Sir Delhi me samvida teacher ko permanent kiya nahi agar kisi karan vas nahi ho paya to media me varna Punjab ka chunav effect Ho sakta hai,22,5,0,27,0.8148148148148148,0.18518518518518517,18.518518518518523,10,True
wow baby 😍 dinner kiya tum ne,3,3,0,6,0.5,0.5,50.0,1,True
bhai tane kai ama khabar na pade ne. tu cd banay,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,4,True
this khan of bollywood once refused to work with sridevi bollywood,1,10,0,11,0.09090909090909091,0.9090909090909091,9.090909090909093,2,True
Acha or mri kis khushi mn hona?,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,4,True
Vice principal ke bare me jari Karo 3years complete hone par sir ji,9,3,0,12,0.75,0.25,25.0,3,True
"not the whole thing tho. just clips, mere seconds, anything to cut the whole thing. pictures too. theres a lot of other way",2,21,0,23,0.08695652173913043,0.9130434782608695,8.695652173913048,4,True
ye sahab kabhi ye bola karte par ab sahab ke muh mai kuchh ho gaya iss liye shayad kuchh bol nahi paa rahe petrol ke baare mai ab kiske liye loan lena hoga,31,2,0,33,0.9393939393939394,0.06060606060606061,6.060606060606055,4,True
10D chess na samajhne walo ko aaj chup hi rehna chahiye. 😬🤐😷,8,2,0,10,0.8,0.2,19.999999999999996,2,True
kya govern karna hota hai phir Govt ka job? Vaccine to pichle 70 saal se bina assets hue mil rha thi aur infra bhi bina assets becha ban rha tha. ye bolo khul kar bol nahi sakte abhi ki sarkaar hai is time. layak beta assets banata hai aur nalayak use bechta hai.,40,12,0,52,0.7692307692307693,0.23076923076923078,23.076923076923073,19,True
right about rafale right about chinese incursion right about hum do humare do sarkar everyone will agree in coming times.,3,17,0,20,0.15,0.85,15.000000000000002,6,True
tu na easily hurt hoti hai na hone deti hai tu bhut acchi hai😻,11,2,0,13,0.8461538461538461,0.15384615384615385,15.384615384615385,2,True
hamesha khush rho sweetu ko khush rkho❤ allah bless uhh always ❤❤ har janamdin par dher sare gift mile aapko or vo aap mujhe b parcel karo🙈🙈🤣🤣😘😘 happy birthday mate 🎂😘 wish her fast fast😘😘,18,12,0,30,0.6,0.4,40.0,9,True
Guys plz aap apne favorite ko support karo lekin kisiko abuse mat karo plz,8,6,0,14,0.5714285714285714,0.42857142857142855,42.85714285714286,8,True
"congratulations to alumnus aleem khan (film and television ba, 2006) whose new film 'after love' dominated the british independent film awards. 👏🎬 read more:",0,22,0,22,0.0,1.0,0.0,0,False
bechara harbhajan teri to hawa nikal gai aur tera khaak m mil gya,11,2,0,13,0.8461538461538461,0.15384615384615385,15.384615384615385,4,True
Where you headed or Ouest?,1,4,0,5,0.2,0.8,19.999999999999996,1,True
10 mins tweet karo 5-6 mins ka break lo fir karo fir break lo....Jhoomar wale bol re bots use ...Kuch v ....It's our unity,13,11,0,24,0.5416666666666666,0.4583333333333333,45.833333333333336,12,True
very cute! i love that expression and nice tum 👁,1,8,0,9,0.1111111111111111,0.8888888888888888,11.111111111111116,1,True
Agar victim Ramzan Ali hota to ab tak ye khabar pure desh bhar me breaking news ban gayi hoti,16,3,0,19,0.8421052631578947,0.15789473684210525,15.789473684210531,4,True
Pehle inactive tha kuch din aur aajkal tweets kam aur interaction jyada kar raha,11,3,0,14,0.7857142857142857,0.21428571428571427,21.42857142857143,6,True
chaa mod diye aise logon ka yahi ilaaj hai great job 🔥🔥🔥🔥🔥🔥🔥🔥,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,1,True
"Thnda rahne do, ye sbse best hota h, vrna bjp ka voter door se vote daalne aa jata h, low profile election best h",12,12,0,24,0.5,0.5,50.0,11,True
taare b woh saare lete aana jo humne dekha ta ki toote te jamming with darshan raval,14,3,0,17,0.8235294117647058,0.17647058823529413,17.647058823529417,4,True
Radhe Shyam Movie Pre Release Event Stills 2,3,4,0,7,0.42857142857142855,0.5714285714285714,42.85714285714286,3,True
"7 years se pahle to aapke minister Antony Parliament me bol rahe the ki hum LAC par infrastructure nahi kar sakte, China naaraz hojayega... Wah re MoU wale clowns.",20,8,0,28,0.7142857142857143,0.2857142857142857,28.57142857142857,10,True
Me ese bharat se aata hu jaha ghatiya log rehte hai.,9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,3,True
Good morning sir Kovid ke karn berojgari hogaya Or kahi bhi rojgar nahi mil raha hai kuchh de 9939627469,14,4,0,18,0.7777777777777778,0.2222222222222222,22.22222222222222,3,True
Behes kaun kar rha? Main to bas puch rha tha ki kaha se english sikh rhe. Tumhe hi machi thi behes krne ko.,21,2,0,23,0.9130434782608695,0.08695652173913043,8.695652173913048,3,True
Bc navel oil kaun banata hai,3,3,0,6,0.5,0.5,50.0,1,True
hum nahi darte aise se... mujhe to profit aur ho gaya 3k ka.. 🤣 roz aaye aise,13,2,0,15,0.8666666666666667,0.13333333333333333,13.33333333333333,2,True
ang so much,1,2,0,3,0.3333333333333333,0.6666666666666666,33.333333333333336,1,True
"yes uncle, definitely with guruji's blessings we will..... ,",2,7,0,9,0.2222222222222222,0.7777777777777778,22.22222222222222,3,True
The guy be like: Anjali tum sirf meri ho. Tum kisi ko ho jao main yeh hone nahi dunga Anjali.,14,6,0,20,0.7,0.3,30.000000000000004,4,True
"feels like jaisay death aap k pass sey guzar jaey or aap feel ker rahay hon whole scenario ko.first time it happened to me in my fsc days and now today.her koi itni jaldi me hota or logo ka bus nai chal raha hota k aap ko neechay dey ker hi guzray,hospitals are full of accidents",28,31,0,59,0.4745762711864407,0.5254237288135594,47.45762711864406,16,True
"No sir,in the present circumstancesall other issues have been put on back burner by the powers ruling the nation",1,19,0,20,0.05,0.95,5.000000000000004,2,True
Ap nai bomb blast hain kya?,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,2,True
Tabhi amitabh aaj Kal kbc set pe rehte h.,6,3,0,9,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
lelo lelo beta lelo ek jeet se itna udne wale muh ke bal jaldi girte hai...technique sab ud jati hai jab dusra bnda stump deta hai...technique sor tabhi kaam ayegi jab form hoga.aur form jane me ane me time thode lgta hai...so khush hona achi baat hai but udna nahi,46,8,0,54,0.8518518518518519,0.14814814814814814,14.814814814814813,16,True
"Yeah, they know that photo shoots are enough to satisfy bhakts. They dont have to do any real work.",0,19,0,19,0.0,1.0,0.0,0,False
"the way he pray for her💗 pyaar milna chahiye use hmsha, kbhi hurt na ho, take care of her😍",9,8,0,17,0.5294117647058824,0.47058823529411764,47.05882352941176,6,True
aisa kijiye yehi samay ka demand issue best mudda bihar mein dusara koi nahi,11,3,0,14,0.7857142857142857,0.21428571428571427,21.42857142857143,2,True
koi india ke against perform kre to uske insta ke comments bhar jate image acchi kaise ho skti,12,6,0,18,0.6666666666666666,0.3333333333333333,33.333333333333336,10,True
from newport @ 09:01:- currently dark skies/dry temp 6.0c hum 90pc baro 1000.8mb and rising wind w @ 6.0 mph gusting to 17.0 mph w rain 6.8mm aqi good (3.2),4,17,0,21,0.19047619047619047,0.8095238095238095,19.047619047619047,4,True
discuss karke bhi kya lete bill to pass hone hi the isliye thoda ho hungama kardiya,12,4,0,16,0.75,0.25,25.0,3,True
pyaar ek hi baar hota hai ek hi baar .. baad jo hota hai bas hi timepass 😴,15,1,0,16,0.9375,0.0625,6.25,1,True
obc sc st muslim ka aane wala.samay hai,5,4,0,9,0.5555555555555556,0.4444444444444444,44.44444444444444,1,True
"🏀🚨📡👳♂️ The Blind Guru: 💣💨 Cavaliers go for 3 game road sweep tonight, against Bernard King &amp; the Washington Capituls? Go Cavs.",2,17,0,19,0.10526315789473684,0.8947368421052632,10.526315789473683,3,True
bcci ne pakka bola hoga sab former indian players ko iss matter pe tweet krne ko. i mean har koi ek ek krke kar rha tweet. shami se jyada troll to virat rohit hue h uss match ke baad,25,14,0,39,0.6410256410256411,0.358974358974359,35.89743589743589,17,True
Sahi kaha acc ko L lag jayenge,4,3,0,7,0.5714285714285714,0.42857142857142855,42.85714285714286,4,True
kavi pravi is sukoon to my dil 5 kavi pravi,6,3,0,9,0.6666666666666666,0.3333333333333333,33.333333333333336,4,True
Kuch nahi samita pe video banaya h to hasi a gayi,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,6,True
ofcourse everyone support team india and rohit virat and all players.. but people will also talk how bcci handle everything.. ab toh captain and last decade ka jo sbse bada player h wo khud aakar bol rha h usse khud hi communication nai huya.. hume bcci kaha se kuch btyega..,24,26,0,50,0.48,0.52,48.0,15,True
ohoo yaad kro. meri to neend hi jati 😳😳,6,2,0,8,0.75,0.25,25.0,3,True
"inke papa aaj keh rahe honge, choron se kam hain ke. 😂😂😂",9,2,0,11,0.8181818181818182,0.18181818181818182,18.181818181818176,3,True
no pronouns mayn. 😭😭😭 lekin wese sab she kehte hain 😭😭😭,6,3,0,9,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
mere liye important h 😊,2,2,0,4,0.5,0.5,50.0,1,True
no t tere...😘,1,2,0,3,0.3333333333333333,0.6666666666666666,33.333333333333336,1,True
"aapki motivational tweets hume har roz hosla deta hai, nayi umeed se hum s2 ke liye fight karte hai !! thank you so much sir !!!",15,9,0,24,0.625,0.375,37.5,7,True
kya huaa bolo kuch...chor sale bjp,5,2,0,7,0.7142857142857143,0.2857142857142857,28.57142857142857,1,True
"Tumko khoya to jaana, Bina maa ke puri duniya bhi kam nazar ati hai, Me kaise rok ko, Mere hi ghar me, Mujhe ab meri maa nazar nahi ati hai.",28,2,0,30,0.9333333333333333,0.06666666666666667,6.666666666666665,3,True
kya hai menu may phir aj!?,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,2,True
"looks so fine,my kamzor dil hurts :(",2,5,0,7,0.2857142857142857,0.7142857142857143,28.57142857142857,2,True
Na ya ak ka name h,4,2,0,6,0.6666666666666666,0.3333333333333333,33.333333333333336,1,True
ok sino ba naman ako para non &lt;/3,2,6,0,8,0.25,0.75,25.0,4,True
aaj ke ma**ne ka mann kar rha h shame on colors tv,8,5,0,13,0.6153846153846154,0.38461538461538464,38.46153846153846,1,True
thank you hara! ♥,1,2,0,3,0.3333333333333333,0.6666666666666666,33.333333333333336,1,True
i think bhaiyu is secretly seeing our tweet but isn t reply any of us kidar gaye aap kab aaoge,6,14,0,20,0.3,0.7,30.000000000000004,3,True
Just soak whole lentils (any kind) for a couple of days and stir fry the sprouts. I feed sprouts to my birds and eat it myself in salad and part of a main dish. Full of protein and so tasty.,2,38,0,40,0.05,0.95,5.000000000000004,4,True
how did the marks of stun gun came on sushant's neck? cbi 4 ssr react to info,1,16,0,17,0.058823529411764705,0.9411764705882353,5.882352941176472,2,True
uska trailer bachpan mein jo dekha tha apne b&amp;w tv pe 👌🏻👌🏻👌🏻,8,5,0,13,0.6153846153846154,0.38461538461538464,38.46153846153846,4,True
Patience test ra bc . Tere baap laude hain kya?,6,3,0,9,0.6666666666666666,0.3333333333333333,33.333333333333336,3,True
"abhi tak episode nahi dekha maine when will i kya hua hoga, thoughts running in mind viewers choice umar riaz",9,11,0,20,0.45,0.55,44.99999999999999,7,True
"nahi bhai maza nahi aaraha inn offers se, thoda kuch acha offer diye, aise hi thodi na maut de denge hum",17,4,0,21,0.8095238095238095,0.19047619047619047,19.047619047619047,4,True
tumsa koi pyaara koi masoom nahi hai... tum jaan ho meri tumhe maloom nahi hai... hai magar tumsa yahaa haseen koi nahi hai... happy birthday to my yaara chudail kamini 🤣🤣🤗🤗❤❤❤ ❤,26,4,0,30,0.8666666666666667,0.13333333333333333,13.33333333333333,2,True
"aa gayi rajdeep ki lugai, isko toh waise bhi diwali aatey hi asthma ka attack aata hai",15,2,0,17,0.8823529411764706,0.11764705882352941,11.764705882352944,4,True
mujhe fomo ho raha hai 😭 Im in class so living off of all ur tweets and dying,5,12,0,17,0.29411764705882354,0.7058823529411765,29.411764705882348,1,True
Female sub-adult cub of Choti Tara passing close by our vehicle on the first day of safari.,2,16,0,18,0.1111111111111111,0.8888888888888888,11.111111111111116,2,True
Kisko ri hai madam? Hme ya apne ap ko,7,2,0,9,0.7777777777777778,0.2222222222222222,22.22222222222222,4,True
Mile jaye ga kyu ki Apne Aaka ka jo karti h Godi media mile jaye ga but hum Aam janta ko bahut hard work karna pare ga tab ja kar mile ga but inko free me ka award mile jaye ga,32,9,0,41,0.7804878048780488,0.21951219512195122,21.95121951219512,15,True
"Kaun padhta hai ye sab? mere toh notes bhi kho gaye, classmate ke notes hain",12,3,0,15,0.8,0.2,19.999999999999996,6,True
wishing the biggest fan girl in south industry salman khan birthday week jeete hai shaan se fan ke naam se vid cr,8,14,0,22,0.36363636363636365,0.6363636363636364,36.36363636363637,6,True
ye win enjoy karlo friends waise bhi hum qualify nahi hone wale🙂,7,4,0,11,0.6363636363636364,0.36363636363636365,36.36363636363637,6,True
aaj to fir khan inko mannat me khana khilata hoga na in ko 🤣🤣kitni ki hai chillane me ..parso se to vahi apna sab chod k baithe hai 🤣🤣,24,3,0,27,0.8888888888888888,0.1111111111111111,11.111111111111116,6,True
wo kiya but maine abhi handle check kiya some weirdo posting only and tagging people,5,10,0,15,0.3333333333333333,0.6666666666666666,33.333333333333336,5,True
sir mei priti mahato hu jharkhand se meine aapko kai baar msg kiya h meri or meri behen k admission ko leke jo ki sal se nhi ho paya rha h kyuki mere papa ek driver h jo ki ish lockdown k chalte gari nhi chala paye or ish karan hum dono behno ki school dues clear nhi kr paye,46,14,0,60,0.7666666666666667,0.23333333333333334,23.33333333333333,21,True
haa sahi bola sanjukta ji ne agar hote toh min mein taliban terrorist ko afganistan se bhaga dete haina,14,5,0,19,0.7368421052631579,0.2631578947368421,26.315789473684216,8,True
i will not send him agr karna hota kabka i don't want him to hurt him anyway becoz more than anyone here i love him so mai aisa kabhi nhi krungi dont worry 🙂🙂,9,25,0,34,0.2647058823529412,0.7352941176470589,26.470588235294112,4,True
12:25pm temp. 11.2c wich. 11.2c hum. 51 vento se vel. 0.9 max. 2.4km/h. tot.0.00mm. barom. 1007.40hpa ev-now!,5,7,0,12,0.4166666666666667,0.5833333333333334,41.666666666666664,5,True
mp ka cm mar gya h kya jo nahi nikal raha h 😡😡😡😡😡😡,8,4,0,12,0.6666666666666666,0.3333333333333333,33.333333333333336,6,True
dil pe patthar rakhke muh pe makeup krliya. mere saiyyan ji se aaj mene breakup krliya. playing this song on repeat. bohut bura hua vro.,18,7,0,25,0.72,0.28,28.000000000000004,6,True
kal rat ko school campus me mera ak staff se panga hogya mai gusse me akar uska ma bahen ak kar diya maine aj subha ko dekha woh staff boss se kuch kah rha tha par mra boss avi tak mujhe call nhi kiya ha ab mai khud boss se vet krne hu pray for me,43,13,0,56,0.7678571428571429,0.23214285714285715,23.214285714285708,15,True
"I totally agree, the issues r with both genders. Lets not always blame men. As far as husband card is concerned, mard ko mard ne nahi banaya. Please read quran, there's a verse about it in quran. With that being said it does not give a man any right to beat a woman.",7,47,0,54,0.12962962962962962,0.8703703703703703,12.962962962962965,4,True
"back to back restrictions on hindu festivals under 's gov. exists in power due to only hindus. and they are betraying their core voters. never forgive, never forget.",1,27,0,28,0.03571428571428571,0.9642857142857143,3.57142857142857,2,True
yahi hota pyaar full screen status i akshay kumar via,5,5,0,10,0.5,0.5,50.0,3,True
un premier clich d une carte m re intel,4,5,0,9,0.4444444444444444,0.5555555555555556,44.44444444444444,5,True
school college band hau phir see,3,3,0,6,0.5,0.5,50.0,3,True
"JAIHIND Sir, Sir, looking at the functioning of the Bank of Baroda's Road Kharar District Mohali Punjab branch, it does not seem that it is a public sector bank. be in place. Because the people's work is not done by the officials of",3,42,0,45,0.06666666666666667,0.9333333333333333,6.666666666666665,4,True
Get a mic and Ask Questions to Sourav Ganguly...You are a journalist Why behaving like a Twitter expert!!,3,16,0,19,0.15789473684210525,0.8421052631578947,15.789473684210531,3,True
I.t .u .s degree Kya hota hai bc,3,6,0,9,0.3333333333333333,0.6666666666666666,33.333333333333336,2,True
"no hope left, law &amp; enforcement seem for only influential and rich. Like they want they twist it. And mango people like left to die. I have been seeking help literally like begging still nobody cares. I lost. I quit.",0,40,0,40,0.0,1.0,0.0,0,False
abhiraj aur sunn mc tu koi anpadh hi hai ye tere kaam ka obc or ews nhi hai,14,4,0,18,0.7777777777777778,0.2222222222222222,22.22222222222222,4,True
one sided dekhte ho kya umar ka to simba wala bhi mudda nahi uthaya tab aapki nazre kaha gai oh ha aap to pratik fan girl ho na is liye uska hi mudda dekhega kya,28,7,0,35,0.8,0.2,19.999999999999996,7,True
ye hamare sahab ki cheel ki hai...inhone pulwama mein 300 kg rdx aur adani port par 3000kg ka drugs pakad vaya hai..sahab ne apne durbin se dekhkar teen ko dhoond nikala hai...vishwas desh surakshit haathon mein hai..,33,5,0,38,0.868421052631579,0.13157894736842105,13.157894736842103,8,True
unfortunately yes but the story never went anywhere gaadi start hi nahi ho payi theek se aur band ho gayi,11,9,0,20,0.55,0.45,44.99999999999999,3,True
corona ke lia bhi kuch,4,1,0,5,0.8,0.2,19.999999999999996,1,True
Sahi hai aur TMC isko apna bap man liya hai,8,2,0,10,0.8,0.2,19.999999999999996,4,True
"arrey daddu aap kyu tension le rahe ho. papa to waise aapke beej se nahi hue the. hote bhi kaise beej ki factory defective, bengali baba ka asar zero tha, dadi boli aisa. apko kasam",27,8,0,35,0.7714285714285715,0.22857142857142856,22.857142857142854,10,True
apna kaise text expect kiya the😂😂😂🤧,3,2,0,5,0.6,0.4,40.0,2,True
kha chle gye wo log jinhone mam ko statement ko lekar troll kiya? thanks sir for supporting our queen.jiskehead pe salman sir ki haath ho use 2rs log nhi chahiye,20,10,0,30,0.6666666666666666,0.3333333333333333,33.333333333333336,10,True
